Идентификатор DOI *,Количество авторов *,Фамилия *,Имя *,Количество аффиляций *,Аффиляция *,Контрибьюция *,Дата публикации *,Наименование публикации *,Наименование издания *,Библиографическая ссылка *,Вид издания  *
10.47367/0021-3497_2023_1_12,6,Ksenofontova, K.H.Z.,1,Moscow Polytechnic University,0.17,2023,MODERN PROBLEMS OF CHANGE MANAGEMENT IN THE DRAFT STRATEGY FOR THE DEVELOPMENT OF LIGHT INDUSTRY IN THE RUSSIAN FEDERATION FOR THE PERIOD UP TO 2025 [СОВРЕМЕННЫЕ ПРОБЛЕМЫ УПРАВЛЕНИЯ ИЗМЕНЕНИЯМИ В ПРОЕКТЕ СТРАТЕГИИ РАЗВИТИЯ ЛЕГКОЙ ПРОМЫШЛЕННОСТИ В РОССИЙСКОЙ ФЕДЕРАЦИИ НА ПЕРИОД ДО 2025 ГОДА],"Izvestiya Vysshikh Uchebnykh Zavedenii, Seriya Teknologiya Tekstil'noi Promyshlennosti","Filatov, V.V., Mishakov, V.Y.U., Korshik, T.S., Ksenofontova, K.H.Z., Gordeeva, T.A., Dubonosova, E.A. MODERN PROBLEMS OF CHANGE MANAGEMENT IN THE DRAFT STRATEGY FOR THE DEVELOPMENT OF LIGHT INDUSTRY IN THE RUSSIAN FEDERATION FOR THE PERIOD UP TO 2025 [СОВРЕМЕННЫЕ ПРОБЛЕМЫ УПРАВЛЕНИЯ ИЗМЕНЕНИЯМИ В ПРОЕКТЕ СТРАТЕГИИ РАЗВИТИЯ ЛЕГКОЙ ПРОМЫШЛЕННОСТИ В РОССИЙСКОЙ ФЕДЕРАЦИИ НА ПЕРИОД ДО 2025 ГОДА] (2023) Izvestiya Vysshikh Uchebnykh Zavedenii, Seriya Teknologiya Tekstil'noi Promyshlennosti, Выпуск 1, pp. 12-22",Статья
10.1007/s11416-023-00499-6,6,"Tsapin, Pitelinskiy, Suvorov"," D.,  K.,  S.",1,"Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University",0.5,2023,Machine learning methods for the industrial robotic systems security,Journal of Computer Virology and Hacking Techniques,"Tsapin, D., Pitelinskiy, K., Suvorov, S., Osipov, A., Pleshakova, E., Gataullin, S. Machine learning methods for the industrial robotic systems security (2023) Journal of Computer Virology and Hacking Techniques",Статья
10.55908/SDGS.V11I3.317,6,Shelygov, A.,1,Economic Sciences,0.17,2023,ECONOMIC AND LEGAL ASPECTS OF FOREIGN ECONOMIC RISKS WITHIN THE FRAMEWORK OF SUSTAINABLE DEVELOPMENT OF RUSSIAN ENTERPRISES [ASPECTOS ECONÔMICOS E LEGAIS DOS RISCOS ECONÔMICOS EXTERNOS NO ÂMBITO DO DESENVOLVIMENTO SUSTENTÁVEL DAS EMPRESAS RUSSAS],Journal of Law and Sustainable Development,"Dzhancharova, G., Kosheleva, A., Drobysheva, N., Pasternak, S., Shelygov, A., Lebedev, K. ECONOMIC AND LEGAL ASPECTS OF FOREIGN ECONOMIC RISKS WITHIN THE FRAMEWORK OF SUSTAINABLE DEVELOPMENT OF RUSSIAN ENTERPRISES [ASPECTOS ECONÔMICOS E LEGAIS DOS RISCOS ECONÔMICOS EXTERNOS NO ÂMBITO DO DESENVOLVIMENTO SUSTENTÁVEL DAS EMPRESAS RUSSAS] (2023) Journal of Law and Sustainable Development, 11 (3), Статья № e0317",Статья
10.4102/hts.v79i2.8623,7,Panova, E.,1,Department of Humanitarian Disciplines,0.14,2023,Communication skills according to Islamic teachings and students’ life skills,HTS Teologiese Studies / Theological Studies,"Rubino, R., Muda, I., Almedee, A., Alam, S., Ali, A.D., Sadikov, R., Panova, E. Communication skills according to Islamic teachings and students’ life skills (2023) HTS Teologiese Studies / Theological Studies, 79 (2), Статья № a8623",Статья
10.31992/0869-3617-2023-32-6-38-53,10,Nikolsky, V.S.,1,The Project Center of Moscow Polytechnic University,0.1,2023,Entrepreneurship Education as a Subject of Research [Предпринимательское образование как предмет научного исследования],Vysshee Obrazovanie v Rossii,"Nikolsky, V.S., Rubin, Y.B., Sorokin, P.S., Morozova, E.V., Gazieva, I.A., Kharina, O.S., Lednev, V.A., Lukashenko, M.A., Viatskaya, Y.A., Platonova, E.D. Entrepreneurship Education as a Subject of Research [Предпринимательское образование как предмет научного исследования] (2023) Vysshee Obrazovanie v Rossii, 32 (6), pp. 38-53",Статья
10.24000/0409-2961-2023-7-60-65,4,Golik, V.I.,2,"SRSPU (NPI), Moscow Polytechnic University",0.12,2023,Minimization of the Danger of Metallized Mine Drains,Bezopasnost' Truda v Promyshlennosti,"Golik, V.I., Razorenov, Yu.I., Belodedov, A.A., Versilov, S.O. Minimization of the Danger of Metallized Mine Drains (2023) Bezopasnost' Truda v Promyshlennosti, 2023 (7), pp. 60-65",Статья
,4,"Egorov, Shcherbin"," D.E.,  D.V.",1,"Moscow Polytechnic University, Moscow Polytechnic University",0.5,2023,Improving the physical fitness of students on the basis of an elective course on the crossfit system,Teoriya i Praktika Fizicheskoy Kultury,"Filimonova, S.I., Grachev, A.S., Egorov, D.E., Shcherbin, D.V. Improving the physical fitness of students on the basis of an elective course on the crossfit system (2023) Teoriya i Praktika Fizicheskoy Kultury, 2023 (6), pp. 71-73",Статья
10.17073/2500-0632-2023-01-97,4,Klyuev, R.V.,1,Department of the Technique of Low Temperature named after P. L. Kapitza,0.25,2023,Estimation of multistage hydraulic fracturing parameters using 4D simulation,Mining Science and Technology (Russian Federation),"Bosikov, I.I., Klyuev, R.V., Silaev, I.V., Pilieva, D.E. Estimation of multistage hydraulic fracturing parameters using 4D simulation (2023) Mining Science and Technology (Russian Federation), 8 (2), pp. 141-149",Статья
10.55086/SP2332742,1,Kokorina, J.,1,Candidate of Historical Sciences,1.0,2023,The “Prince” of Steppe Scythia (Children’s Burial from Tovsta Mohyla in the Context of Mythological Picture of the Scythian World) [„Prinţ” al Sciţiei de Stepă (mormântul de copil din Tolstaia Mogila în contextul tabloului mitologic al lumii sciţilor)] [«Царевич» Степной Скифии (детское погребение из Толстой Могилы в контексте мифологической картины мира скифов)],Stratum Plus,"Kokorina, J. The “Prince” of Steppe Scythia (Children’s Burial from Tovsta Mohyla in the Context of Mythological Picture of the Scythian World) [„Prinţ” al Sciţiei de Stepă (mormântul de copil din Tolstaia Mogila în contextul tabloului mitologic al lumii sciţilor)] [«Царевич» Степной Скифии (детское погребение из Толстой Могилы в контексте мифологической картины мира скифов)] (2023) Stratum Plus, Выпуск 3, pp. 27-42",Статья
10.18796/0041-5790-2023-7-56-58,3,Levkin, Yu.M.,2,"Moscow Polytechnic University, The Russian Union of Surveyor",0.17,2023,MATHEMATICAL MODEL OF THE STRESS FIELD IN THE PILLARS WITH DUE ACCOUNT TAKEN OF THE MAIN CRACK IN COAL FIELDS [Математическая модель поля напряжений в целиках с учетом магистральной трещины на угольных месторождениях],Ugol,"Khalkechev, K.V., Khalkechev, R.K., Levkin, Yu.M. MATHEMATICAL MODEL OF THE STRESS FIELD IN THE PILLARS WITH DUE ACCOUNT TAKEN OF THE MAIN CRACK IN COAL FIELDS [Математическая модель поля напряжений в целиках с учетом магистральной трещины на угольных месторождениях] (2023) Ugol, Выпуск 7, pp. 56-58",Статья
10.47360/1995-4484-2023-385-388,1,Beketova, T.V.,3,"Central State Medical Academy of the Administrative Directorate of the President of the Russian Federation, V.A. Nasonova Research Institute of Rheumatology, Moscow Polytechnic University",0.33,2023,SUSAC SYNDROME: THE EFFECTIVENESS OF RITUXIMAB MONOTHERAPY [Синдром Сусака: эффективность монотерапии ритуксимабом],Nauchno-Prakticheskaya Revmatologiya,"Beketova, T.V. SUSAC SYNDROME: THE EFFECTIVENESS OF RITUXIMAB MONOTHERAPY [Синдром Сусака: эффективность монотерапии ритуксимабом] (2023) Nauchno-Prakticheskaya Revmatologiya, 61 (3), pp. 385-388",Статья
10.18796/0041-5790-2023-5-37-40,5,Merzlyakov, V.G.,1,FGAOU VO Moscow Polytechnic University,0.2,2023,THE ROLE OF VIBRATION IMPACT IN FRACTURING AND GAS RECOVERY FROM A LOW-PERMEABILITY COAL SEAM [Роль вибрационного воздействия в трещинообразовании и газоотдаче из низкопроницаемого угольного пласта],Ugol,"Pavlenko, M.V., Merzlyakov, V.G., Sinitskaya, E.V., Florova, I.A., Adigamov, D.A. THE ROLE OF VIBRATION IMPACT IN FRACTURING AND GAS RECOVERY FROM A LOW-PERMEABILITY COAL SEAM [Роль вибрационного воздействия в трещинообразовании и газоотдаче из низкопроницаемого угольного пласта] (2023) Ugol, Выпуск 5, pp. 37-40",Статья
10.17816/0321-4443-119856,1,Klimov, A.V.,2,"KAMAZ Innovation Center, Moscow Polytechnic University",0.5,2023,Synthesis of an adaptive observer of the resistance torque at a shaft of a traction electric motor,Tractors and Agricultural Machinery,"Klimov, A.V. Synthesis of an adaptive observer of the resistance torque at a shaft of a traction electric motor (2023) Tractors and Agricultural Machinery, 90 (2), pp. 99-105",Статья
10.47197/RETOS.V49.99133,3,Polevoy, G.,1,Moscow Polytechnic University,0.33,2023,"Effect of a program adapted the ""Hopscotch"" on the sense of rhythm in the movements of russian children. Quasi-experimental study [Efecto de un programa adaptado de ""Rayuela"" sobre el sentido del ritmo en los movimientos de niños rusos. Estudio cuasi-experimental]",Retos,"Polevoy, G., Fuentes-Barría, H., Aguilera-Eguía, R. Effect of a program adapted the ""Hopscotch"" on the sense of rhythm in the movements of russian children. Quasi-experimental study [Efecto de un programa adaptado de ""Rayuela"" sobre el sentido del ritmo en los movimientos de niños rusos. Estudio cuasi-experimental] (2023) Retos, 49, pp. 813-816",Статья
10.18083/LCAppl.2023.2.29,5,Kazak, A.V.,2,"Nanomaterials Research Institute, Moscow Polytechnic University",0.1,2023,SENSING ABILITY OF Zn-TETRAPHENYLPORPHYRIN LANGMUIR-SCHAEFER FILMS,Zhidkie Kristally i Ikh Prakticheskoe Ispol'zovanie,"Maltсeva, O.V., Nikitin, K.S., Kazak, A.V., Mamardashvili, N.Zh., Usol’tseva, N.V. SENSING ABILITY OF Zn-TETRAPHENYLPORPHYRIN LANGMUIR-SCHAEFER FILMS (2023) Zhidkie Kristally i Ikh Prakticheskoe Ispol'zovanie, 23 (2), pp. 29-37",Статья
10.24000/0409-2961-2023-6-73-80,3,Klyuev, R.V.,1,Moscow Polytechnic University,0.33,2023,Experimental Assessment and Justification of Measures to Ensure the Safety and Sustainability of the Functioning of Critical Elements of Hydraulic Structures,Bezopasnost' Truda v Promyshlennosti,"Sednev, V.A., Kopnyshev, S.L., Klyuev, R.V. Experimental Assessment and Justification of Measures to Ensure the Safety and Sustainability of the Functioning of Critical Elements of Hydraulic Structures (2023) Bezopasnost' Truda v Promyshlennosti, 2023 (6), pp. 73-80",Статья
10.25018/0236_1493_2023_51_0_135,2,Golik, V.I.,1,Moscow Polytechnic University,0.5,2023,Metal leaching from low-grade raw materials in North Ossetia–Alania [ВЫЩЕЛАЧИВАНИЕ МЕТАЛЛОВ ИЗ НЕКОНДИЦИОННОГО СЫРЬЯ В СЕВЕРНОЙ ОСЕТИИ–АЛАНИИ],Mining Informational and Analytical Bulletin,"Golik, V.I., Alekseev, I.A. Metal leaching from low-grade raw materials in North Ossetia–Alania [ВЫЩЕЛАЧИВАНИЕ МЕТАЛЛОВ ИЗ НЕКОНДИЦИОННОГО СЫРЬЯ В СЕВЕРНОЙ ОСЕТИИ–АЛАНИИ] (2023) Mining Informational and Analytical Bulletin, Выпуск 1-5, pp. 135-144",Статья
10.25018/0236_1493_2023_51_0_5,2,Golik, V.I.,1,Moscow Polytechnic University,0.5,2023,Mechanochemical activation of processing tailings to manufacture components for cemented backfill [МЕХАНОХИМИЧЕСКАЯ АКТИВАЦИЯ ХВОСТОВ ОБОГАЩЕНИЯ ДЛЯ ИСПОЛЬЗОВАНИЯ В КАЧЕСТВЕ КОМПОНЕНТОВ ТВЕРДЕЮЩИХ ЗАКЛАДОЧНЫХ СМЕСЕЙ],Mining Informational and Analytical Bulletin,"Golik, V.I., Alekseev, I.A. Mechanochemical activation of processing tailings to manufacture components for cemented backfill [МЕХАНОХИМИЧЕСКАЯ АКТИВАЦИЯ ХВОСТОВ ОБОГАЩЕНИЯ ДЛЯ ИСПОЛЬЗОВАНИЯ В КАЧЕСТВЕ КОМПОНЕНТОВ ТВЕРДЕЮЩИХ ЗАКЛАДОЧНЫХ СМЕСЕЙ] (2023) Mining Informational and Analytical Bulletin, Выпуск 1-5, pp. 5-16",Статья
10.25018/0236_1493_2023_5_0_57,2,Golik, V.I.,1,Moscow Polytechnic University,0.5,2023,Usage of rock structures in underground mining of hard-rock mineral deposits [ИСПОЛЬЗОВАНИЕ ПОРОДНЫХ КОНСТРУКЦИЙ ПРИ ПОДЗЕМНОЙ РАЗРАБОТКЕ СКАЛЬНЫХ МЕСТОРОЖДЕНИЙ],Mining Informational and Analytical Bulletin,"Golik, V.I., Alekseev, I.A. Usage of rock structures in underground mining of hard-rock mineral deposits [ИСПОЛЬЗОВАНИЕ ПОРОДНЫХ КОНСТРУКЦИЙ ПРИ ПОДЗЕМНОЙ РАЗРАБОТКЕ СКАЛЬНЫХ МЕСТОРОЖДЕНИЙ] (2023) Mining Informational and Analytical Bulletin, Выпуск 5, pp. 57-67",Статья
10.15688/jvolsu4.2023.2.14,3,"Kokorina, Vagabov"," Y.G.,  M.M.",1,"Sciences (History), Sciences (History)",0.67,2023,PARAMETRIC ANALYSIS OF V.O. KLYUCHEVSKY’S WORK “TERMINOLOGY OF RUSSIAN HISTORY” [ПАРАМЕТРИЧЕСКИЙ АНАЛИЗ РАБОТЫ В.О. КЛЮЧЕВСКОГО «ТЕРМИНОЛОГИЯ РУССКОЙ ИСТОРИИ»],"Vestnik Volgogradskogo Gosudarstvennogo Universiteta, Seriia 4: Istoriia, Regionovedenie, Mezhdunarodnye Otnosheniia","Ozturk, M., Kokorina, Y.G., Vagabov, M.M. PARAMETRIC ANALYSIS OF V.O. KLYUCHEVSKY’S WORK “TERMINOLOGY OF RUSSIAN HISTORY” [ПАРАМЕТРИЧЕСКИЙ АНАЛИЗ РАБОТЫ В.О. КЛЮЧЕВСКОГО «ТЕРМИНОЛОГИЯ РУССКОЙ ИСТОРИИ»] (2023) Vestnik Volgogradskogo Gosudarstvennogo Universiteta, Seriia 4: Istoriia, Regionovedenie, Mezhdunarodnye Otnosheniia, 28 (2), pp. 159-171",Статья
10.18698/1812-3368-2023-2-126-139,6,Magzhanov, R.Kh.,1,Department of Chemistry and Biotechnology,0.17,2023,STUDY OF THE SYNTHESIS PROCESS AND PROPERTIES OF THE VANADIUM PENTOXIDE NANOPARTICLES [ИССЛЕДОВАНИЕ ПРОЦЕССА СИНТЕЗА И СВОЙСТВ НАНОЧАСТИЦ ПЕНТАОКСИДА ВАНАДИЯ],"Herald of the Bauman Moscow State Technical University, Series Natural Sciences","Yarovaya, O.V., Averina, Yu.M., Magzhanov, R.Kh., Karetkin, B.A., Panfilov, V.I., Boldyrev, V.S. STUDY OF THE SYNTHESIS PROCESS AND PROPERTIES OF THE VANADIUM PENTOXIDE NANOPARTICLES [ИССЛЕДОВАНИЕ ПРОЦЕССА СИНТЕЗА И СВОЙСТВ НАНОЧАСТИЦ ПЕНТАОКСИДА ВАНАДИЯ] (2023) Herald of the Bauman Moscow State Technical University, Series Natural Sciences, 107 (2), pp. 126-129",Статья
10.13187/ejced.2023.2.590,4,Saenko, N.,1,Moscow Polytechnic University,0.25,2023,Raising Teaching Efficiency: Teaching Translation of Business Correspondence to Economics Students,European Journal of Contemporary Education,"Shafazhinskaya, N., Zharov, A., Telezhko, I., Saenko, N. Raising Teaching Efficiency: Teaching Translation of Business Correspondence to Economics Students (2023) European Journal of Contemporary Education, 12 (2), pp. 590-597",Статья
10.18796/0041-5790-2023-1-31-34,2,Kozlov, V.V.,1,Tuchkovo Branch of Moscow Polytechnic University,0.5,2023,ANALYSIS OF THE DISTRIBUTION OF LOADS ON THE SUPPORT SECTIONS WHEN CHANGING THE TRAJECTORY OF THE MECHANIZED COMPLEX [анализ распределения нагрузок на секции крепи при изменении траектории движения механизированного комплекса],Ugol,"Kozlov, V.V., Kozlova, O.Yu. ANALYSIS OF THE DISTRIBUTION OF LOADS ON THE SUPPORT SECTIONS WHEN CHANGING THE TRAJECTORY OF THE MECHANIZED COMPLEX [анализ распределения нагрузок на секции крепи при изменении траектории движения механизированного комплекса] (2023) Ugol, Выпуск 1, pp. 31-34",Статья
10.24000/0409-2961-2023-1-66-70,5,"Golik, Sharipzyanova"," V.I.,  G.Kh.",2,"SRSPU(NPI), Moscow Polytechnic University, Moscow Polytechnic University",0.3,2023,On the Issue of Occupational Safety in the Design of Underground Ore Mining Technology,Bezopasnost' Truda v Promyshlennosti,"Golik, V.I., Razorenov, Y.I., Valiev, N.G.O., Sharipzyanova, G.Kh., Nebylova, Y.G. On the Issue of Occupational Safety in the Design of Underground Ore Mining Technology (2023) Bezopasnost' Truda v Promyshlennosti, 2023 (1), pp. 66-70",Статья
10.28991/ESJ-2023-SPER-013,10,Vatutina, L.,1,Moscow Polytechnic University,0.1,2023,Effects of the Development of Central Bank Digital Currencies on Financial Markets amid the Pandemic,Emerging Science Journal,"Kosov, M., Borisova, L., Popkov, S., Kiseleva, T., Ponkratov, V., Volkova, M., Vatutina, L., Kuznetsov, N., Dzusova, S., Mazzorana, F. Effects of the Development of Central Bank Digital Currencies on Financial Markets amid the Pandemic (2023) Emerging Science Journal, 7 (Special issue), pp. 186-200",Статья
10.18083/LCAppl.2023.1.90,2,"Timoshin, Kirsanov"," Y.N.,  E.A.",1,"Kolomna Institute (branch), Kolomna Institute (branch)",1.0,2023,RHEOLOGY OF POLYETHYLENE MELTS WITHIN THE FRAMEWORK OF STRUCTURAL-KINETIC APPROACH,Zhidkie Kristally i Ikh Prakticheskoe Ispol'zovanie,"Timoshin, Y.N., Kirsanov, E.A. RHEOLOGY OF POLYETHYLENE MELTS WITHIN THE FRAMEWORK OF STRUCTURAL-KINETIC APPROACH (2023) Zhidkie Kristally i Ikh Prakticheskoe Ispol'zovanie, 23 (1), pp. 90-99",Статья
10.18083/LCAppl.2023.1.39,7,Kazak, A.V.,2,"Nanomaterials Research Institute, Moscow Polytechnic University",0.07,2023,AGGREGATION BEHAVIOR AND SPECTRAL PROPERTIES OF BODIPY LUMINOPHORS IN LANGMUIR-SCHAEFER AND POLY(METHYL METHACRYLATE) THIN FILMS,Zhidkie Kristally i Ikh Prakticheskoe Ispol'zovanie,"Sherudillo, A.S., Antina, L.A., Kazak, A.V., Usol'tseva, N.V., Kholodkov, I.V., Berezin, M.B., Antina, E.V. AGGREGATION BEHAVIOR AND SPECTRAL PROPERTIES OF BODIPY LUMINOPHORS IN LANGMUIR-SCHAEFER AND POLY(METHYL METHACRYLATE) THIN FILMS (2023) Zhidkie Kristally i Ikh Prakticheskoe Ispol'zovanie, 23 (1), pp. 39-49",Статья
10.31992/0869-3617-2023-32-4-9-22,2,Nikolskiy, V.S.,1,Moscow State Polytechnic University,0.5,2023,ChatGPT in Higher Education and Science: a Threat or a Valuable Resource? [ChatGPT в высшем образовании и науке: угроза или ценный ресурс?],Vysshee Obrazovanie v Rossii,"Ivakhnenko, E.N., Nikolskiy, V.S. ChatGPT in Higher Education and Science: a Threat or a Valuable Resource? [ChatGPT в высшем образовании и науке: угроза или ценный ресурс?] (2023) Vysshee Obrazovanie v Rossii, 32 (4), pp. 9-22",Обзор
10.1080/17476933.2023.2226080,1,Katz, D.,1,Moscow Polytechnic University,1.0,2023,Riemann boundary value problem on a spiral,Complex Variables and Elliptic Equations,"Katz, D. Riemann boundary value problem on a spiral (2023) Complex Variables and Elliptic Equations",Статья
10.31992/0869-3617-2023-32-4-83-105,2,Grechushkina, N.V.,1,Ryazan Institute (Branch) of Moscow Polytechnical University,0.5,2023,"Hackathon: Definition, Practice and Perspectives of Use in Higher Education [Хакатон: определение, практика и перспективы применения в высшей школе]",Vysshee Obrazovanie v Rossii,"Grechushkina, N.V., Arefieva, E.A. Hackathon: Definition, Practice and Perspectives of Use in Higher Education [Хакатон: определение, практика и перспективы применения в высшей школе] (2023) Vysshee Obrazovanie v Rossii, 32 (4), pp. 83-105",Обзор
10.1109/ACCESS.2023.3284030,7,Suvorov, S.,1,Moscow Polytechnic University,0.14,2023,Machine Learning Methods Based on Geophysical Monitoring Data in Low Time Delay Mode for Drilling Optimization,IEEE Access,"Osipov, A., Pleshakova, E., Bykov, A., Kuzichkin, O., Surzhik, D., Suvorov, S., Gataullin, S. Machine Learning Methods Based on Geophysical Monitoring Data in Low Time Delay Mode for Drilling Optimization (2023) IEEE Access, 11, pp. 60349-60364",Статья
10.3103/S0967091223010035,2,"Gertsyk, Mineev"," S.I.,  Y.A.",1,"Moscow Polytechnical University, Moscow Polytechnical University",1.0,2023,Determination of Optimal Process Modes of Producing Manganese Alloys from Low-Grade Carbonate and Oxide Ores in Jet-Emulsion Unit,Steel in Translation,"Gertsyk, S.I., Mineev, Y.A. Determination of Optimal Process Modes of Producing Manganese Alloys from Low-Grade Carbonate and Oxide Ores in Jet-Emulsion Unit (2023) Steel in Translation, 53 (1), pp. 33-36",Статья
10.3103/S0967091223010102,4,"Ovchinnikov, Slezko, Sbitnev, Petrova"," V.V.,  M.Y.,  A.G.,  N.M.",1,"Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University",1.0,2023,Influence of Preliminary Ultrasonic Treatment on the Structure of Implanted Surface Layers of Titanium Alloy,Steel in Translation,"Ovchinnikov, V.V., Slezko, M.Y., Sbitnev, A.G., Petrova, N.M. Influence of Preliminary Ultrasonic Treatment on the Structure of Implanted Surface Layers of Titanium Alloy (2023) Steel in Translation, 53 (1), pp. 11-19",Статья
10.3389/feduc.2023.1125458,5,Pluzhnikova, Y.A.,1,Kolomna Institute (Branch) of Moscow Polytechnic University,0.2,2023,Review of effective methods of teaching a foreign language to university students in the framework of online distance learning: international experience,Frontiers in Education,"Akhmetzadina, Z.R., Mukhtarullina, A.R., Starodubtseva, E.A., Kozlova, M.N., Pluzhnikova, Y.A. Review of effective methods of teaching a foreign language to university students in the framework of online distance learning: international experience (2023) Frontiers in Education, 8, Статья № 1125458",Статья
10.25018/0236_1493_2023_4_0_140,4,"Merzlyakov, Derevyashkin, Boykova"," V.G.,  I.V.,  I.E.",1,"Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University",0.75,2023,Coal and rock fracturing by high-velocity water jets [РАЗРУШЕНИЕ УГЛЯ И ГОРНЫХ ПОРОД ВЫСОКОСКОРОСТНЫМИ СТРУЯМИ ВОДЫ],Mining Informational and Analytical Bulletin,"Merzlyakov, V.G., Derevyashkin, I.V., Boykova, I.E., Tolmachev, A.I. Coal and rock fracturing by high-velocity water jets [РАЗРУШЕНИЕ УГЛЯ И ГОРНЫХ ПОРОД ВЫСОКОСКОРОСТНЫМИ СТРУЯМИ ВОДЫ] (2023) Mining Informational and Analytical Bulletin, Выпуск 4, pp. 140-156",Статья
10.32362/2410-6593-2023-18-2-123-134,1,Vasilyev, I.Yu.,1,Moscow Polytechnic University,1.0,2023,Biocomposite materials based on polyethylene and amphiphilic polymer-iron metal complex,Tonkie Khimicheskie Tekhnologii,"Vasilyev, I.Yu. Biocomposite materials based on polyethylene and amphiphilic polymer-iron metal complex (2023) Tonkie Khimicheskie Tekhnologii, 18 (2), pp. 123-134",Статья
10.3389/feduc.2023.1139865,4,Nazarenko, A.V.,1,Moscow Polytechnic University,0.25,2023,Alternative mechanisms of managing the education’s development in the social investment model of Russia’s economic growth: standardization versus deregulation,Frontiers in Education,"Dianova, V.Y., Krasilnikova, V.G., Kelina, K.G., Nazarenko, A.V. Alternative mechanisms of managing the education’s development in the social investment model of Russia’s economic growth: standardization versus deregulation (2023) Frontiers in Education, 8, Статья № 1139865",Статья
10.47360/1995-4484-2023-158-164,8,Beketova, T.V.,3,"Central State Medical Academy, V.A. Nasonova Research Institute of Rheumatology, Moscow Polytechnic University",0.04,2023,"EXPERIENCE WITH TIXAGEVIMAB AND CILGAVIMAB (EVUSHELD) IN 86 RHEUMATIC PATIENTS UNDERGOING ANTI-B CELL THERAPY WITH RITUXIMAB [Опыт применения тиксагевимаба и цилгавимаба (Эвушелд) у 86 ревматологических пациентов, получающих анти-В-клеточную терапию ритуксимабом]",Nauchno-Prakticheskaya Revmatologiya,"Beketova, T.V., Levina, N.О., Dubinskaia, M.V., Uskova, Y.A., Rozanova, I.V., Babak, V.V., Beketova, M.F., Krasnova, T.N. EXPERIENCE WITH TIXAGEVIMAB AND CILGAVIMAB (EVUSHELD) IN 86 RHEUMATIC PATIENTS UNDERGOING ANTI-B CELL THERAPY WITH RITUXIMAB [Опыт применения тиксагевимаба и цилгавимаба (Эвушелд) у 86 ревматологических пациентов, получающих анти-В-клеточную терапию ритуксимабом] (2023) Nauchno-Prakticheskaya Revmatologiya, 61 (2), pp. 158-164",Статья
10.25018/0236_1493_2023_51_0_145,4,Klyuev, R.V.,1,Moscow Polytechnic University,0.25,2023,Integrated analysis of electric energy demand of autogenous grinding mills at concentration factories [КОМПЛЕКСНЫЙ АНАЛИЗ ПОТРЕБЛЕНИЯ ЭЛЕКТРОЭНЕРГИИ МЕЛЬНИЦ САМОИЗМЕЛЬЧЕНИЯ ОБОГАТИТЕЛЬНОЙ ФАБРИКИ],Mining Informational and Analytical Bulletin,"Klyuev, R.V., Khetagurov, V.N., Gavrina, O.A., Plieva, M.T. Integrated analysis of electric energy demand of autogenous grinding mills at concentration factories [КОМПЛЕКСНЫЙ АНАЛИЗ ПОТРЕБЛЕНИЯ ЭЛЕКТРОЭНЕРГИИ МЕЛЬНИЦ САМОИЗМЕЛЬЧЕНИЯ ОБОГАТИТЕЛЬНОЙ ФАБРИКИ] (2023) Mining Informational and Analytical Bulletin, Выпуск 5, pp. 145-156",Статья
,5,Makarova, E.V.,1,Moscow Polytechnic University,0.2,2023,KINESTHETIC COORDINATION ABILITIES IN THE STRUCTURE OF SPORTS TRAINING OF YOUNG FOOTBALL PLAYERS,Teoriya i Praktika Fizicheskoy Kultury,"Artamonova, T.V., Averyanov, I.V., Makarova, E.V., Spirina, I.K., Berezantseva-Nizyaeva, T.V. KINESTHETIC COORDINATION ABILITIES IN THE STRUCTURE OF SPORTS TRAINING OF YOUNG FOOTBALL PLAYERS (2023) Teoriya i Praktika Fizicheskoy Kultury, 2023 (4), pp. 105-108",Статья
10.1007/s10008-023-05546-2,12,Milovich, F.O.,2,"Department of Materials Science, Department of Materials Science of Semiconductors and Dielectrics",0.04,2023,Effect of ceria on the properties of yttria-stabilized zirconia-based electrolytic membranes,Journal of Solid State Electrochemistry,"Agarkov, D.A., Borik, M.A., Korableva, G.M., Kulebyakin, A.V., Komarov, B.E., Kuritsyna, I.E., Lomonova, E.E., Milovich, F.O., Myzina, V.A., Pankratov, V.A., Tabachkova, N.Y., Zakharov, D.M. Effect of ceria on the properties of yttria-stabilized zirconia-based electrolytic membranes (2023) Journal of Solid State Electrochemistry",Статья
10.1007/s10692-023-10400-2,5,"Dedov, Komarova, Nazarov"," A.V.,  L.Y.,  V.G.",1,"Moscow Polytechnic University (Moskovskii Politekhnicheskii Universitet), Moscow Polytechnic University (Moskovskii Politekhnicheskii Universitet), Moscow Polytechnic University (Moskovskii Politekhnicheskii Universitet)",0.6,2023,Mechanical Properties of Moistened Needle-Punched Nonwoven Fabric Based on Blend of Fibers with Various Linear Densities,Fibre Chemistry,"Leshchenko, T.A., Chernousova, N.V., Dedov, A.V., Komarova, L.Y., Nazarov, V.G. Mechanical Properties of Moistened Needle-Punched Nonwoven Fabric Based on Blend of Fibers with Various Linear Densities (2023) Fibre Chemistry, 54 (5), pp. 321-324",Обзор
